CVE_SOLICITUD,SID,MATRICULA,CVE_BECA,PERIODO,MOTIVO,INGRESO_FAMILIAR,NUM_DEPENDIENTES,TRABAJA,HORAS_TRABAJO,ESTADO_SOLICITUD,FECHA_SOLICITUD,FECHA_ACT
SOL202501349,1147,2023B01147,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,29097.25,3,False,0,APROBADA,2024-12-07,2025-02-23
SOL202501350,3401,2025C03401,BEC003,2024CC,Quiero ser el primero en mi familia en terminar una carrera,26698.83,3,True,0,APROBADA,2025-01-21,2025-03-10
SOL202501351,1076,2023A01076,BEC004,2025CA, Necesito apoyo económico para continuar mis estudios,5610.35,4,True,10,CANCELADA,2025-01-06,2025-01-06
SOL202501352,9094,2023A09094,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,5490.81,3,False,0,PENDIENTE,2024-11-29,2025-02-11
SOL202501353,1438,2022A01438,BEC004,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,15493.69,2,False,0,EN_REVISION,2025-01-27,2025-03-04
SOL202501354,2979,2023B02979,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,2531.12,4,True,0,EN_REVISION,2024-11-14,2025-02-23
SOL202501355,8958,2021C08958,BEC004,2025CA, Mi familia depende económicamente de mí y de mi preparación profesional,12158.77,4,False,0,EN_REVISION,2025-01-21,2025-02-27
SOL202501356,4752,2024C04752,BEC003,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,5745.68,1,si,48,RECHAZADA,2025-02-19,2025-02-04
SOL202501357,10214,2024C10214,BEC002,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,9086.9,1,True,0,CANCELADA,2025-02-09,2025-02-08
SOL202501358,2822,2024C02822,BEC004,2025CA,Mi madre es la única proveedora y su ingreso no cubre todo,5742.07,4,False,0,APROBADA,2025-01-17,2025-02-24
SOL202501359,4894,2025A04894,BEC001,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,4761.95,4,True,0,APROBADA,2024-12-12,2025-02-27
SOL202501360,6985,2022B06985,BEC002,2025CA,Necesito apoyo económico para continuar mis estudios,6737.97,2,False,0,PENDIENTE,2024-11-12,2025-03-13
SOL202501361,2775,2018C02775,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,10944.15,3,False,0,PENDIENTE,2024-11-02,2025-03-05
SOL202501362,3962,2024B03962,BEC004,2025CA,NECESITO APOYO ECONÓMICO PARA CONTINUAR MIS ESTUDIOS,4562.51,4,False,0,APROBADA,2025-01-24,2025-02-08
SOL202501363,7066,2022B07066,BEC004,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,4130.26,4,False,0,APROBADA,2025-01-16,08 Mar 2025
SOL202501364,4652,2024C04652,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,27487.37,3,True,15,APROBADA,2025-01-28,2025-01-03
SOL202501365,5035,2024A05035,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,10301.25,4,True,0,APROBADA,2025-02-18,2025-02-28
SOL202501366,7270,2020A07270,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,12216.97,3,True,35,PENDIENTE,2025-01-18,2025-03-07
SOL202501367,3808,2021B03808,BEC003,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,5556.94,2,True,20,APROBADA,2024-11-03,2025-02-16
SOL202501368,9161,2025C09161,BEC001,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,4844.6,3,False,0,RECHAZADA,2025-01-01,15/02/2025
SOL202501369,1836,2021B01836,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,18100.31,1,False,0,RECHAZADA,2024-11-06,2025-02-16
SOL202501370,5348,2023B05348,BEC002,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,5928.69,2,False,0,RECHAZADA,2024-11-15,2025-02-28
SOL202501371,2155,2020C02155,BEC003,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,9019.31,3,False,0,APROBADA,2025-01-26,2025-02-21
SOL202501372,2908,2023A02908,BEC002,2024CC,Quiero aprovechar al máximo esta oportunidad educativa,13497.51,4,False,0,EN_REVISION,2024-12-12,2025-03-09
SOL202501373,8443,2024C08443,BEC003,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,11164.65,3,True,10,RECHAZADA,2025-01-11,02-01-2025
SOL202501374,3965,2024B03965,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,4164.38,4,False,0,CANCELADA,2025-01-31,2025-02-09
SOL202501375,2078,2024C02078,BEC003,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,5015.44,3,True,0,EN_REVISION,2025-02-25,2025-01-25
SOL202501376,4252,2020B04252,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,8503.84,2,True,40,PENDIENTE,2024-12-10,2025-01-24
SOL202501377,4845,2021C04845,BEC004,2024CC,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,7431.78,6,True,30,RECHAZADA,2024-12-11,2025-02-15
SOL202501378,2525,2022C02525,BEC003,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,24692.91,3,False,0,EN_REVISION,2024-12-23,2025-02-28
SOL202501379,2273,2022B02273,BEC004,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,9464.15,6,False,0,APROBADA,2025-01-03,2025-02-02
SOL202501380,6456,2020A06456,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,8963.84,2,True,35,APROBADA,2024-12-01,2025-01-11
SOL202501381,2809,2024B02809,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,15497.62,2,True,0,APROBADA,2024-12-13,2025-01-27
SOL202501382,2410,2021A02410,BEC002,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,23414.05,4,False,0,APROBADA,2024-11-16,2025-03-02
SOL202501383,4333,2025A04333,BEC002,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,5455.13,4,True,15,PENDIENTE,2025-02-16,2025-02-03
SOL202501384,771,2023A00771,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,2536.12,1,False,0,CANCELADA,2024-11-26,2025-02-13
SOL202501385,9169,2024B09169,BEC004,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,8213.14,3,False,0,PENDIENTE,2024-12-02,2025-02-15
SOL202501386,8234,2019A08234,BEC004,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,5122.84,3,False,0,PENDIENTE,2024-12-14,2025-02-05
SOL202501387,8517,2023C08517,BEC003,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios ,9058.81,3,False,0,PENDIENTE,2025-02-21,09/01/2025
SOL202501388,6013,2021C06013,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,3339.32,4,True,30,EN_REVISION,2024-12-30,2025-01-24
SOL202501389,6382,2019A06382,BEC003,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,17238.98,8,False,0,EN_REVISION,2024-11-06,2025-03-09
SOL202501390,2162,2021B02162,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,18808.16,6,True,48,EN_REVISION,2025-02-05,26 Jan 2025
SOL202501391,9663,2022B09663,BEC002,2024CC,Vengo de una zona rural y los costos en la ciudad son muy altos,10169.3,2,False,0,RECHAZADA,2025-02-25,2025-01-16
SOL202501392,120,2022A00120,BEC002,2024CC, Quiero aprovechar al máximo esta oportunidad educativa,19878.82,3,False,0,EN_REVISION,2024-12-17,2025-01-01
SOL202501393,6191,2020A06191,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,0,4,False,0,APROBADA,2024-11-22,2025-02-23
SOL202501394,2184,2023B02184,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,4840.88,1,False,0,EN_REVISION,2025-01-16,2025-02-05
SOL202501395,8660,2020C08660,BEC003,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,2500,3,True,40,APROBADA,2024-11-09,2025-01-13
SOL202501396,1944,2023B01944,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,22896.31,3,True,15,RECHAZADA,2024-12-08,2025-03-03
SOL202501397,10354,2023C10354,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,6196.87,4,True,20,RECHAZADA,2025-01-13,2025-01-28
SOL202501398,9779,2023B09779,BEC003,2025CA,Mi situación económica ha empeorado considerablemente,5939.15,8,True,20,CANCELADA,2025-01-02,2025-01-22
SOL202501399,3327,2025C03327,BEC001,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,5748.21,3,False,0,RECHAZADA,2025-02-28,2025-01-06
SOL202501400,1875,2019B01875,BEC003,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,8540.48,2,False,0,RECHAZADA,2024-11-07,2025-03-03
SOL202501401,6606,2021B06606,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,10894.74,4,True,35,PENDIENTE,2025-02-23,2025-02-27
SOL202501402,513,2020C00513,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,4781.43,3,True,48,APROBADA,2025-01-16,2025-01-06
SOL202501403,7429,2024C07429,BEC002,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,8007.84,4,True,30,APROBADA,2024-12-31,2025-01-06
SOL202501404,8141,2022C08141,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,10231.93,5,False,0,APROBADA,2025-01-26,2025-01-04
SOL202501405,8574,2020A08574,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,7639.9,3,False,0,EN_REVISION,2025-02-04,2025-02-09
SOL202501406,5096,2025C05096,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,5766.93,1,True,0,RECHAZADA,2025-01-20,10-01-2025
SOL202501407,9620,2019B09620,BEC003,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,6935.29,4,True,40,EN_REVISION,2025-02-09,2025-02-13
SOL202501408,8090,2025B08090,BEC001,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,6666.75,3,False,0,EN_REVISION,2024-11-20,2025-02-20
SOL202501409,5178,2023A05178,BEC002,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,4513.9,5,False,0,APROBADA,2025-02-25,2025-03-02
SOL202501410,7219,2024C07219,BEC002,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,6042.71,2,False,0,RECHAZADA,2024-11-09,2025-01-13
SOL202501411,5093,2024A05093,BEC004,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,5184.1,4,False,0,APROBADA,2025-02-08,2025-01-01
SOL202501412,3422,2022A03422,BEC004,2025CA,Tengo hermanos menores que también necesitan apoyo escolar,3278.73,5,False,0,APROBADA,2024-12-22,2025-01-18
SOL202501413,6906,2023A06906,BEC003,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,18197.31,2,False,0,RECHAZADA,2024-12-14,2025-02-12
SOL202501414,7139,2023A07139,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,5763.4,2,False,0,APROBADA,2025-01-02,2025-03-05
SOL202501415,7645,2023C07645,BEC004,2024CC,Necesito apoyo económico para continuar mis estudios,6091.62,4,False,0,RECHAZADA,2024-11-06,2025-02-18
SOL202501416,10005,2022B10005,BEC004,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente ,10957.6,3,True,10,RECHAZADA,2024-11-10,2025-01-20
SOL202501417,4211,2021C04211,BEC003,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,18304.53,2,False,0,APROBADA,2024-12-23,2025-02-06
SOL202501418,6027,2023C06027,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,6804.36,2,False,0,EN_REVISION,2025-02-14,2025-01-07
SOL202501419,5756,2021A05756,BEC004,2025CA,ESTOY A PUNTO DE ABANDONAR LA ESCUELA POR FALTA DE RECURSOS,16936.12,7,False,0,PENDIENTE,2024-12-07,2025-01-29
SOL202501420,202,2024C00202,BEC004,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,8987.31,6,False,0,APROBADA,2024-12-29,2025-02-14
SOL202501421,687,2021C00687,BEC003,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,10549.0,4,False,0,APROBADA,2024-11-01,2025-03-01
SOL202501422,9386,2021B09386,BEC004,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,10465.95,6,True,48,PENDIENTE,2024-11-07,2025-01-16
SOL202501423,8853,2022B08853,BEC004,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,7231.24,4,False,0,RECHAZADA,2025-01-28,2025-01-06
SOL202501424,1296,2021B01296,BEC003,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,17917.24,3,False,0,PENDIENTE,2025-01-19,2025-02-08
SOL202501425,3497,2023C03497,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,8100.14,4,False,0,EN_REVISION,2024-12-07,2025-02-24
SOL202501426,2168,2024B02168,BEC003,2024CC,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,14994.28,5,False,0,RECHAZADA,2025-02-28,2025-01-27
SOL202501427,2634,2023C02634,BEC002,2024CC,SOY EL SOSTÉN DE MI FAMILIA Y NECESITO APOYO PARA SEGUIR ESTUDIANDO,7974.95,6,True,15,APROBADA,2024-11-21,2025-01-31
SOL202501428,2150,2021B02150,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,4079.54,8,True,40,PENDIENTE,2024-11-25,2025-02-25
SOL202501429,750,2020C00750,BEC004,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,11610.98,1,SI,0,RECHAZADA,2025-01-23,2025-01-01
SOL202501430,4301,2024C04301,BEC004,2025CA,SOY EL SOSTÉN DE MI FAMILIA Y NECESITO APOYO PARA SEGUIR ESTUDIANDO,13628.47,5,False,0,RECHAZADA,2024-12-30,2025-03-08
SOL202501431,805,2019B00805,BEC002,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,6645.11,3,False,0,RECHAZADA,2024-12-18,2025-01-05
SOL202501432,1202,2023C01202,BEC002,2025CA,Vengo de una zona rural y los costos en la ciudad son muy altos,10691.34,5,False,0,RECHAZADA,2024-12-29,2025-01-24
SOL202501433,5007,2021C05007,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,4613.0,4,False,0,EN_REVISION,2024-12-15,2025-02-27
SOL202501434,7182,2023C07182,BEC003,2024CC,La beca me permitiría dejar de trabajar en horarios nocturnos,6806.83,2,False,0,RECHAZADA,2024-11-01,2025-02-03
SOL202501435,5424,2023A05424,BEC003,2024CC,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,10698.48,4,False,0,EN_REVISION,2025-02-20,2025-02-21
SOL202501436,3242,2023B03242,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,2506.47,3,True,48,RECHAZADA,2024-11-11,2025-01-12
SOL202501437,3992,2020C03992,BEC003,2024CC,Mi familia depende económicamente de mí y de mi preparación profesional,17959.93,4,1,0,APROBADA,2024-12-11,2025-02-18
SOL202501438,7920,2025A07920,BEC001,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,4331.16,6,False,0,CANCELADA,2024-11-03,2025-02-23
SOL202501439,2859,2019A02859,BEC004,2025CA,Mi familia depende económicamente de mí y de mi preparación profesional,4431.81,2,si,0,APROBADA,2025-02-20,2025/02/21
SOL202501440,1217,2020B01217,BEC004,2025CA,Trabajo medio tiempo y aún así no me alcanza para cubrir gastos escolares,5404.62,3,False,0,PENDIENTE,2024-11-11,2025-03-09
SOL202501441,8760,2019A08760,BEC004,2025CA,Soy el sostén de mi familia y necesito apoyo para seguir estudiando,2500,4,True,20,RECHAZADA,2025-01-13,2025-01-22
SOL202501442,3123,2025C03123,BEC003,2025CA,Estoy a punto de abandonar la escuela por falta de recursos,7389.59,5,False,0,RECHAZADA,2025-02-28,2025-02-08
SOL202501443,5895,2020A05895,BEC004,2024CC,Los gastos médicos familiares han reducido nuestro ingreso disponible,11499.69,4,True,48,EN_REVISION,2025-02-21,2025-03-13
SOL202501444,5976,2025B05976,BEC001,2025CA,MI SITUACIÓN ECONÓMICA HA EMPEORADO CONSIDERABLEMENTE,13782.95,2,False,0,APROBADA,2024-11-07,2025-02-14
SOL202501445,1531,2023A01531,BEC003,2025CA,Mi padre perdió su empleo y necesitamos apoyo urgente,13954.61,4,True,35,RECHAZADA,2024-11-13,2025-01-04
SOL202501446,9956,2024B09956,BEC004,2025CA,Vivo lejos de la escuela y el gasto de transporte es muy alto,3859.93,3,False,0,RECHAZADA,2024-11-29,2025-01-24
SOL202501447,1480,2023C01480,BEC004,2024CC,Tengo hermanos menores que también necesitan apoyo escolar,12080.94,5,False,0,RECHAZADA,2024-12-04,2025-01-22
SOL202501448,330,2020C00330,BEC004,2024CC,Mi padre perdió su empleo y necesitamos apoyo urgente,12026.75,2,False,0,APROBADA,2024-11-26,2025-01-07
SOL202501449,4129,2024A04129,BEC003,2024CC,Mi situación económica ha empeorado considerablemente,9687.89,3,True,15,RECHAZADA,2024-12-14,2025-01-26
SOL202501450,6469,2024C06469,BEC004,2024CC, Los gastos médicos familiares han reducido nuestro ingreso disponible,12571.58,3,True,30,PENDIENTE,2025-02-09,2025-01-22
SOL202501451,9901,2024A09901,BEC002,2024CC,Necesito apoyo económico para continuar mis estudios,11445.32,4,False,0,APROBADA,2024-12-05,2025-03-11
SOL202501452,610,2023B00610,BEC002,2024CC,Mi madre es la única proveedora y su ingreso no cubre todo,11651.64,1,False,0,APROBADA,2024-11-21,2025-01-26
SOL202501453,1127,2018B01127,BEC002,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,23113.75,2,True,20,EN_REVISION,2025-01-23,2025-03-12
SOL202501454,7509,2024C07509,BEC004,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,7853.68,1,True,30,PENDIENTE,2025-01-08,2025-01-20
SOL202501455,5908,2020B05908,BEC004,2024CC,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,8962.34,2,True,48,EN_REVISION,2025-02-06,2025-01-09
SOL202501456,9839,2023C09839,BEC003,2024CC,Tengo buen promedio y quiero mantener mi beca por méritos,16120.08,5,False,0,RECHAZADA,2024-12-29,2025-02-14
SOL202501457,8885,2023A08885,BEC004,2025CA,Tengo buen promedio y quiero mantener mi beca por méritos,7697.95,4,False,0,EN_REVISION,2025-02-05,2025-02-08
SOL202501458,2543,2020C02543,BEC003,2025CA,Soy madre soltera y necesito apoyo para continuar mi formación,6697.11,2,True,10,APROBADA,2025-01-02,2025-02-25
SOL202501459,387,2020A00387,BEC003,2025CA,Quiero ser el primero en mi familia en terminar una carrera,13496.18,4,False,0,PENDIENTE,2025-02-25,2025-01-10
SOL202501460,2916,2019B02916,BEC004,2025CA,Los gastos médicos familiares han reducido nuestro ingreso disponible,11106.22,3,False,0,EN_REVISION,2024-12-14,2025-03-12
SOL202501461,6961,2022B06961,BEC003,2024CC,Mi comunidad de origen tiene pocas oportunidades y estudiar es mi salida,11628.46,4,True,25,EN_REVISION,2024-12-09,2025-01-08
SOL202501462,7135,2024A07135,BEC004,2024CC,Vivo lejos de la escuela y el gasto de transporte es muy alto,10007.7,1,False,0,APROBADA,2025-02-27,2025-02-24
SOL202501463,4356,2021A04356,BEC004,2024CC,Vengo  de  una  zona  rural  y  los  costos  en  la  ciudad  son  muy  altos,9456.71,5,True,48,APROBADA,2024-12-31,2025-01-21
SOL202501464,2059,2024B02059,BEC004,2025CA,Necesito la beca para poder dedicarme de tiempo completo a mis estudios,7511.16,2,False,0,PENDIENTE,2025-01-26,2025-01-17
SOL202501465,6150,2019A06150,BEC002,2024CC,Estoy a punto de abandonar la escuela por falta de recursos,14115.34,6,False,0,EN_REVISION,2024-11-27,2025-02-12
SOL202501466,4160,2020C04160,BEC003,2025CA,Mi familia no cuenta con los recursos suficientes para cubrir la colegiatura,11993.31,2,False,0,EN_REVISION,2025-02-11,2025-02-17
SOL202501467,9062,2022A09062,BEC003,2024CC,Soy madre soltera y necesito apoyo para continuar mi formación,2862.97,6,False,0,EN_REVISION,2024-11-21,2025-02-13
SOL202501468,8144,2023C08144,BEC004,2025CA,Necesito apoyo económico para continuar mis estudios,19046.02,3,False,0,RECHAZADA,2025-02-17,2025-01-03
SOL202501469,6910,2022C06910,BEC004,2025CA,Quiero aprovechar al máximo esta oportunidad educativa,4252.77,2,False,0,CANCELADA,2025-02-15,2025-01-31
